c_symbol,python_class,method,owning_class,binding_kind
BaseObjectClass_IsHidden,AsteroidFieldPlacementPtr,IsHidden,BaseObjectClass,direct
PlacementObject_IsNavPoint,AsteroidFieldPlacementPtr,IsNavPoint,PlacementObject,direct
ObjectClass_IsScannable,AsteroidFieldPlacementPtr,IsScannable,ObjectClass,direct
PlacementObject_IsStatic,AsteroidFieldPlacementPtr,IsStatic,PlacementObject,direct
ObjectClass_IsTargetable,AsteroidFieldPlacementPtr,IsTargetable,ObjectClass,direct
TGObject_IsTypeOf,AsteroidFieldPlacementPtr,IsTypeOf,TGObject,direct
ObjectClass_LineCollides,AsteroidFieldPlacementPtr,LineCollides,ObjectClass,direct
TGAttrObject_LookupAttrInt,AsteroidFieldPlacementPtr,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,AsteroidFieldPlacementPtr,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,AsteroidFieldPlacementPtr,LookupLocalAttrValue,TGTemplatedAttrObject,direct
ObjectClass_PlaceObjectByName,AsteroidFieldPlacementPtr,PlaceObjectByName,ObjectClass,direct
TGObject_Print,AsteroidFieldPlacementPtr,Print,TGObject,direct
TGEventHandlerObject_ProcessEvent,AsteroidFieldPlacementPtr,ProcessEvent,TGEventHandlerObject,direct
ObjectClass_RandomOrientation,AsteroidFieldPlacementPtr,RandomOrientation,ObjectClass,direct
ObjectClass_RefreshReplacedTextures,AsteroidFieldPlacementPtr,RefreshReplacedTextures,ObjectClass,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,AsteroidFieldPlacementPtr,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,AsteroidFieldPlacementPtr,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,AsteroidFieldPlacementPtr,RemoveHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_ReplaceTexture,AsteroidFieldPlacementPtr,ReplaceTexture,ObjectClass,direct
BaseObjectClass_Rotate,AsteroidFieldPlacementPtr,Rotate,BaseObjectClass,direct
PlacementObject_SaveObject,AsteroidFieldPlacementPtr,SaveObject,PlacementObject,direct
PlacementObject_SaveObjectSecondPass,AsteroidFieldPlacementPtr,SaveObjectSecondPass,PlacementObject,direct
BaseObjectClass_SetAngleAxisRotation,AsteroidFieldPlacementPtr,SetAngleAxisRotation,BaseObjectClass,direct
AsteroidFieldPlacement_SetAsteroidSizeFactor,AsteroidFieldPlacementPtr,SetAsteroidSizeFactor,AsteroidFieldPlacement,direct
TGAttrObject_SetAttrInt,AsteroidFieldPlacementPtr,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,AsteroidFieldPlacementPtr,SetAttrValue,TGAttrObject,direct
ObjectClass_SetCollisionFlags,AsteroidFieldPlacementPtr,SetCollisionFlags,ObjectClass,direct
BaseObjectClass_SetDeleteMe,AsteroidFieldPlacementPtr,SetDeleteMe,BaseObjectClass,direct
BaseObjectClass_SetDisplayName,AsteroidFieldPlacementPtr,SetDisplayName,BaseObjectClass,direct
AsteroidFieldPlacement_SetFieldRadius,AsteroidFieldPlacementPtr,SetFieldRadius,AsteroidFieldPlacement,direct
ObjectClass_SetHailable,AsteroidFieldPlacementPtr,SetHailable,ObjectClass,direct
BaseObjectClass_SetHidden,AsteroidFieldPlacementPtr,SetHidden,BaseObjectClass,direct
BaseObjectClass_SetMatrixRotation,AsteroidFieldPlacementPtr,SetMatrixRotation,BaseObjectClass,direct
PlacementObject_SetModel,AsteroidFieldPlacementPtr,SetModel,PlacementObject,direct
BaseObjectClass_SetName,AsteroidFieldPlacementPtr,SetName,BaseObjectClass,direct
PlacementObject_SetNavPoint,AsteroidFieldPlacementPtr,SetNavPoint,PlacementObject,direct
AsteroidFieldPlacement_SetNumAsteroidsPerTile,AsteroidFieldPlacementPtr,SetNumAsteroidsPerTile,AsteroidFieldPlacement,direct
AsteroidFieldPlacement_SetNumTilesPerAxis,AsteroidFieldPlacementPtr,SetNumTilesPerAxis,AsteroidFieldPlacement,direct
BaseObjectClass_SetScale,AsteroidFieldPlacementPtr,SetScale,BaseObjectClass,direct
ObjectClass_SetScannable,AsteroidFieldPlacementPtr,SetScannable,ObjectClass,direct
PlacementObject_SetStatic,AsteroidFieldPlacementPtr,SetStatic,PlacementObject,direct
BaseObjectClass_SetTranslate,AsteroidFieldPlacementPtr,SetTranslate,BaseObjectClass,direct
BaseObjectClass_SetTranslateXYZ,AsteroidFieldPlacementPtr,SetTranslateXYZ,BaseObjectClass,direct
AsteroidFieldPlacement_Update,AsteroidFieldPlacementPtr,Update,AsteroidFieldPlacement,direct
BaseObjectClass_UpdateNodeOnly,AsteroidFieldPlacementPtr,UpdateNodeOnly,BaseObjectClass,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,AsteroidFieldPtr,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,AsteroidFieldPtr,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_AlignToObject,AsteroidFieldPtr,AlignToObject,ObjectClass,direct
BaseObjectClass_AlignToVectors,AsteroidFieldPtr,AlignToVectors,BaseObjectClass,direct
BaseObjectClass_AttachObject,AsteroidFieldPtr,AttachObject,BaseObjectClass,direct
TGEventHandlerObject_CallNextHandler,AsteroidFieldPtr,CallNextHandler,TGEventHandlerObject,direct
ObjectClass_CanTargetObject,AsteroidFieldPtr,CanTargetObject,ObjectClass,direct
TGObject_Destroy,AsteroidFieldPtr,Destroy,TGObject,direct
BaseObjectClass_DetachObject,AsteroidFieldPtr,DetachObject,BaseObjectClass,direct
GetAnimNode,AsteroidFieldPtr,GetAnimNode,,python_wrapper
AsteroidField_GetAsteroidSizeFactor,AsteroidFieldPtr,GetAsteroidSizeFactor,AsteroidField,direct
TGAttrObject_GetAttrInt,AsteroidFieldPtr,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,AsteroidFieldPtr,GetAttrValue,TGAttrObject,direct
ObjectClass_GetCollisionFlags,AsteroidFieldPtr,GetCollisionFlags,ObjectClass,direct
GetContainingSet,AsteroidFieldPtr,GetContainingSet,,python_wrapper
GetDisplayName,AsteroidFieldPtr,GetDisplayName,,python_wrapper
AsteroidField_GetInnerFieldRadius,AsteroidFieldPtr,GetInnerFieldRadius,AsteroidField,direct
ObjectClass_GetLocalRandomPointAndNormalOnModel,AsteroidFieldPtr,GetLocalRandomPointAndNormalOnModel,ObjectClass,direct
BaseObjectClass_GetName,AsteroidFieldPtr,GetName,BaseObjectClass,direct
GetNiObject,AsteroidFieldPtr,GetNiObject,,python_wrapper
GetNode,AsteroidFieldPtr,GetNode,,python_wrapper
AsteroidField_GetNumAsteroidsPerTile,AsteroidFieldPtr,GetNumAsteroidsPerTile,AsteroidField,direct
TGObject_GetObjID,AsteroidFieldPtr,GetObjID,TGObject,direct
TGObject_GetObjType,AsteroidFieldPtr,GetObjType,TGObject,direct
AsteroidField_GetOuterFieldRadius,AsteroidFieldPtr,GetOuterFieldRadius,AsteroidField,direct
ObjectClass_GetRadius,AsteroidFieldPtr,GetRadius,ObjectClass,direct
GetRandomPointOnModel,AsteroidFieldPtr,GetRandomPointOnModel,,python_wrapper
GetRelativePositionInfo,AsteroidFieldPtr,GetRelativePositionInfo,,python_wrapper
GetRotation,AsteroidFieldPtr,GetRotation,,python_wrapper
BaseObjectClass_GetScale,AsteroidFieldPtr,GetScale,BaseObjectClass,direct
AsteroidField_GetTileSize,AsteroidFieldPtr,GetTileSize,AsteroidField,direct
GetTranslate,AsteroidFieldPtr,GetTranslate,,python_wrapper
GetWorldBackwardTG,AsteroidFieldPtr,GetWorldBackwardTG,,python_wrapper
GetWorldDownTG,AsteroidFieldPtr,GetWorldDownTG,,python_wrapper
GetWorldForwardTG,AsteroidFieldPtr,GetWorldForwardTG,,python_wrapper
GetWorldLeftTG,AsteroidFieldPtr,GetWorldLeftTG,,python_wrapper
GetWorldLocation,AsteroidFieldPtr,GetWorldLocation,,python_wrapper
GetWorldRightTG,AsteroidFieldPtr,GetWorldRightTG,,python_wrapper
GetWorldRotation,AsteroidFieldPtr,GetWorldRotation,,python_wrapper
GetWorldUpTG,AsteroidFieldPtr,GetWorldUpTG,,python_wrapper
ObjectClass_IsHailable,AsteroidFieldPtr,IsHailable,ObjectClass,direct
BaseObjectClass_IsHidden,AsteroidFieldPtr,IsHidden,BaseObjectClass,direct
ObjectClass_IsScannable,AsteroidFieldPtr,IsScannable,ObjectClass,direct
AsteroidField_IsShipInside,AsteroidFieldPtr,IsShipInside,AsteroidField,direct
ObjectClass_IsTargetable,AsteroidFieldPtr,IsTargetable,ObjectClass,direct
TGObject_IsTypeOf,AsteroidFieldPtr,IsTypeOf,TGObject,direct
ObjectClass_LineCollides,AsteroidFieldPtr,LineCollides,ObjectClass,direct
TGAttrObject_LookupAttrInt,AsteroidFieldPtr,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,AsteroidFieldPtr,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,AsteroidFieldPtr,LookupLocalAttrValue,TGTemplatedAttrObject,direct
ObjectClass_PlaceObjectByName,AsteroidFieldPtr,PlaceObjectByName,ObjectClass,direct
TGObject_Print,AsteroidFieldPtr,Print,TGObject,direct
TGEventHandlerObject_ProcessEvent,AsteroidFieldPtr,ProcessEvent,TGEventHandlerObject,direct
ObjectClass_RandomOrientation,AsteroidFieldPtr,RandomOrientation,ObjectClass,direct
ObjectClass_RefreshReplacedTextures,AsteroidFieldPtr,RefreshReplacedTextures,ObjectClass,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,AsteroidFieldPtr,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,AsteroidFieldPtr,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,AsteroidFieldPtr,RemoveHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_ReplaceTexture,AsteroidFieldPtr,ReplaceTexture,ObjectClass,direct
BaseObjectClass_Rotate,AsteroidFieldPtr,Rotate,BaseObjectClass,direct
BaseObjectClass_SetAngleAxisRotation,AsteroidFieldPtr,SetAngleAxisRotation,BaseObjectClass,direct
AsteroidField_SetAsteroidSizeFactor,AsteroidFieldPtr,SetAsteroidSizeFactor,AsteroidField,direct
TGAttrObject_SetAttrInt,AsteroidFieldPtr,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,AsteroidFieldPtr,SetAttrValue,TGAttrObject,direct
ObjectClass_SetCollisionFlags,AsteroidFieldPtr,SetCollisionFlags,ObjectClass,direct
BaseObjectClass_SetDeleteMe,AsteroidFieldPtr,SetDeleteMe,BaseObjectClass,direct
BaseObjectClass_SetDisplayName,AsteroidFieldPtr,SetDisplayName,BaseObjectClass,direct
ObjectClass_SetHailable,AsteroidFieldPtr,SetHailable,ObjectClass,direct
BaseObjectClass_SetHidden,AsteroidFieldPtr,SetHidden,BaseObjectClass,direct
AsteroidField_SetInnerFieldRadius,AsteroidFieldPtr,SetInnerFieldRadius,AsteroidField,direct
BaseObjectClass_SetMatrixRotation,AsteroidFieldPtr,SetMatrixRotation,BaseObjectClass,direct
BaseObjectClass_SetName,AsteroidFieldPtr,SetName,BaseObjectClass,direct
AsteroidField_SetNumAsteroidsPerTile,AsteroidFieldPtr,SetNumAsteroidsPerTile,AsteroidField,direct
AsteroidField_SetOuterFieldRadius,AsteroidFieldPtr,SetOuterFieldRadius,AsteroidField,direct
BaseObjectClass_SetScale,AsteroidFieldPtr,SetScale,BaseObjectClass,direct
ObjectClass_SetScannable,AsteroidFieldPtr,SetScannable,ObjectClass,direct
BaseObjectClass_SetTranslate,AsteroidFieldPtr,SetTranslate,BaseObjectClass,direct
BaseObjectClass_SetTranslateXYZ,AsteroidFieldPtr,SetTranslateXYZ,BaseObjectClass,direct
AsteroidField_Update,AsteroidFieldPtr,Update,AsteroidField,direct
BaseObjectClass_UpdateNodeOnly,AsteroidFieldPtr,UpdateNodeOnly,BaseObjectClass,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,Backdrop,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,Backdrop,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_AlignToObject,Backdrop,AlignToObject,ObjectClass,direct
BaseObjectClass_AlignToVectors,Backdrop,AlignToVectors,BaseObjectClass,direct
BaseObjectClass_AttachObject,Backdrop,AttachObject,BaseObjectClass,direct
TGEventHandlerObject_CallNextHandler,Backdrop,CallNextHandler,TGEventHandlerObject,direct
ObjectClass_CanTargetObject,Backdrop,CanTargetObject,ObjectClass,direct
TGObject_Destroy,Backdrop,Destroy,TGObject,direct
BaseObjectClass_DetachObject,Backdrop,DetachObject,BaseObjectClass,direct
GetAnimNode,Backdrop,GetAnimNode,,python_wrapper
TGAttrObject_GetAttrInt,Backdrop,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,Backdrop,GetAttrValue,TGAttrObject,direct
ObjectClass_GetCollisionFlags,Backdrop,GetCollisionFlags,ObjectClass,direct
GetContainingSet,Backdrop,GetContainingSet,,python_wrapper
GetDisplayName,Backdrop,GetDisplayName,,python_wrapper
ObjectClass_GetLocalRandomPointAndNormalOnModel,Backdrop,GetLocalRandomPointAndNormalOnModel,ObjectClass,direct
Backdrop_GetModelName,Backdrop,GetModelName,Backdrop,direct
BaseObjectClass_GetName,Backdrop,GetName,BaseObjectClass,direct
GetNiObject,Backdrop,GetNiObject,,python_wrapper
GetNode,Backdrop,GetNode,,python_wrapper
TGObject_GetObjID,Backdrop,GetObjID,TGObject,direct
TGObject_GetObjType,Backdrop,GetObjType,TGObject,direct
ObjectClass_GetRadius,Backdrop,GetRadius,ObjectClass,direct
GetRandomPointOnModel,Backdrop,GetRandomPointOnModel,,python_wrapper
GetRelativePositionInfo,Backdrop,GetRelativePositionInfo,,python_wrapper
GetRotation,Backdrop,GetRotation,,python_wrapper
BaseObjectClass_GetScale,Backdrop,GetScale,BaseObjectClass,direct
GetTranslate,Backdrop,GetTranslate,,python_wrapper
GetWorldBackwardTG,Backdrop,GetWorldBackwardTG,,python_wrapper
GetWorldDownTG,Backdrop,GetWorldDownTG,,python_wrapper
GetWorldForwardTG,Backdrop,GetWorldForwardTG,,python_wrapper
GetWorldLeftTG,Backdrop,GetWorldLeftTG,,python_wrapper
GetWorldLocation,Backdrop,GetWorldLocation,,python_wrapper
GetWorldRightTG,Backdrop,GetWorldRightTG,,python_wrapper
GetWorldRotation,Backdrop,GetWorldRotation,,python_wrapper
GetWorldUpTG,Backdrop,GetWorldUpTG,,python_wrapper
ObjectClass_IsHailable,Backdrop,IsHailable,ObjectClass,direct
BaseObjectClass_IsHidden,Backdrop,IsHidden,BaseObjectClass,direct
ObjectClass_IsScannable,Backdrop,IsScannable,ObjectClass,direct
ObjectClass_IsTargetable,Backdrop,IsTargetable,ObjectClass,direct
TGObject_IsTypeOf,Backdrop,IsTypeOf,TGObject,direct
ObjectClass_LineCollides,Backdrop,LineCollides,ObjectClass,direct
TGAttrObject_LookupAttrInt,Backdrop,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,Backdrop,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,Backdrop,LookupLocalAttrValue,TGTemplatedAttrObject,direct
ObjectClass_PlaceObjectByName,Backdrop,PlaceObjectByName,ObjectClass,direct
TGObject_Print,Backdrop,Print,TGObject,direct
TGEventHandlerObject_ProcessEvent,Backdrop,ProcessEvent,TGEventHandlerObject,direct
ObjectClass_RandomOrientation,Backdrop,RandomOrientation,ObjectClass,direct
ObjectClass_RefreshReplacedTextures,Backdrop,RefreshReplacedTextures,ObjectClass,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,Backdrop,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,Backdrop,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,Backdrop,RemoveHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_ReplaceTexture,Backdrop,ReplaceTexture,ObjectClass,direct
BaseObjectClass_Rotate,Backdrop,Rotate,BaseObjectClass,direct
BaseObjectClass_SetAngleAxisRotation,Backdrop,SetAngleAxisRotation,BaseObjectClass,direct
TGAttrObject_SetAttrInt,Backdrop,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,Backdrop,SetAttrValue,TGAttrObject,direct
ObjectClass_SetCollisionFlags,Backdrop,SetCollisionFlags,ObjectClass,direct
Backdrop_SetContainingSet,Backdrop,SetContainingSet,Backdrop,direct
BaseObjectClass_SetDeleteMe,Backdrop,SetDeleteMe,BaseObjectClass,direct
BaseObjectClass_SetDisplayName,Backdrop,SetDisplayName,BaseObjectClass,direct
ObjectClass_SetHailable,Backdrop,SetHailable,ObjectClass,direct
BaseObjectClass_SetHidden,Backdrop,SetHidden,BaseObjectClass,direct
BaseObjectClass_SetMatrixRotation,Backdrop,SetMatrixRotation,BaseObjectClass,direct
Backdrop_SetModelName,Backdrop,SetModelName,Backdrop,direct
Backdrop_SetName,Backdrop,SetName,Backdrop,direct
BaseObjectClass_SetScale,Backdrop,SetScale,BaseObjectClass,direct
ObjectClass_SetScannable,Backdrop,SetScannable,ObjectClass,direct
BaseObjectClass_SetTranslate,Backdrop,SetTranslate,BaseObjectClass,direct
BaseObjectClass_SetTranslateXYZ,Backdrop,SetTranslateXYZ,BaseObjectClass,direct
BaseObjectClass_Update,Backdrop,Update,BaseObjectClass,direct
BaseObjectClass_UpdateNodeOnly,Backdrop,UpdateNodeOnly,BaseObjectClass,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,BackdropPtr,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,BackdropPtr,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
ObjectClass_AlignToObject,BackdropPtr,AlignToObject,ObjectClass,direct
BaseObjectClass_AlignToVectors,BackdropPtr,AlignToVectors,BaseObjectClass,direct
BaseObjectClass_AttachObject,BackdropPtr,AttachObject,BaseObjectClass,direct
TGEventHandlerObject_CallNextHandler,BackdropPtr,CallNextHandler,TGEventHandlerObject,direct
ObjectClass_CanTargetObject,BackdropPtr,CanTargetObject,ObjectClass,direct
TGObject_Destroy,BackdropPtr,Destroy,TGObject,direct
BaseObjectClass_DetachObject,BackdropPtr,DetachObject,BaseObjectClass,direct
GetAnimNode,BackdropPtr,GetAnimNode,,python_wrapper
TGAttrObject_GetAttrInt,BackdropPtr,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,BackdropPtr,GetAttrValue,TGAttrObject,direct
ObjectClass_GetCollisionFlags,BackdropPtr,GetCollisionFlags,ObjectClass,direct
GetContainingSet,BackdropPtr,GetContainingSet,,python_wrapper
GetDisplayName,BackdropPtr,GetDisplayName,,python_wrapper
ObjectClass_GetLocalRandomPointAndNormalOnModel,BackdropPtr,GetLocalRandomPointAndNormalOnModel,ObjectClass,direct
Backdrop_GetModelName,BackdropPtr,GetModelName,Backdrop,direct
BaseObjectClass_GetName,BackdropPtr,GetName,BaseObjectClass,direct
GetNiObject,BackdropPtr,GetNiObject,,python_wrapper
GetNode,BackdropPtr,GetNode,,python_wrapper
TGObject_GetObjID,BackdropPtr,GetObjID,TGObject,direct
TGObject_GetObjType,BackdropPtr,GetObjType,TGObject,direct
ObjectClass_GetRadius,BackdropPtr,GetRadius,ObjectClass,direct
GetRandomPointOnModel,BackdropPtr,GetRandomPointOnModel,,python_wrapper
GetRelativePositionInfo,BackdropPtr,GetRelativePositionInfo,,python_wrapper
GetRotation,BackdropPtr,GetRotation,,python_wrapper
BaseObjectClass_GetScale,BackdropPtr,GetScale,BaseObjectClass,direct
GetTranslate,BackdropPtr,GetTranslate,,python_wrapper
GetWorldBackwardTG,BackdropPtr,GetWorldBackwardTG,,python_wrapper
GetWorldDownTG,BackdropPtr,GetWorldDownTG,,python_wrapper
GetWorldForwardTG,BackdropPtr,GetWorldForwardTG,,python_wrapper
GetWorldLeftTG,BackdropPtr,GetWorldLeftTG,,python_wrapper
GetWorldLocation,BackdropPtr,GetWorldLocation,,python_wrapper
GetWorldRightTG,BackdropPtr,GetWorldRightTG,,python_wrapper
GetWorldRotation,BackdropPtr,GetWorldRotation,,python_wrapper
GetWorldUpTG,BackdropPtr,GetWorldUpTG,,python_wrapper
ObjectClass_IsHailable,BackdropPtr,IsHailable,ObjectClass,direct
BaseObjectClass_IsHidden,BackdropPtr,IsHidden,BaseObjectClass,direct
ObjectClass_IsScannable,BackdropPtr,IsScannable,ObjectClass,direct
ObjectClass_IsTargetable,BackdropPtr,IsTargetable,ObjectClass,direct
TGObject_IsTypeOf,BackdropPtr,IsTypeOf,TGObject,direct
ObjectClass_LineCollides,BackdropPtr,LineCollides,ObjectClass,direct
